,model,animal,accuracy
664,top_model_weights_with_3d,bear,0.635
665,top_model_weights_with_3d,bear,0.65
666,top_model_weights_with_3d,bear,0.675
667,top_model_weights_with_3d,bear,0.635
668,top_model_weights_with_3d,bear,0.645
669,top_model_weights_with_3d,bear,0.675
670,top_model_weights_with_3d,bear,0.65
671,top_model_weights_with_3d,bear,0.68
672,top_model_weights_with_3d,bear,0.655
673,top_model_weights_with_3d,bear,0.655
674,top_model_weights_with_3d,bear,0.64
675,top_model_weights_with_3d,bear,0.675
676,top_model_weights_with_3d,bear,0.67
677,top_model_weights_with_3d,bear,0.61
678,top_model_weights_with_3d,bear,0.67
679,top_model_weights_with_3d,bear,0.615
680,top_model_weights_with_3d,bear,0.605
681,top_model_weights_with_3d,bear,0.67
682,top_model_weights_with_3d,bear,0.605
683,top_model_weights_with_3d,bear,0.63
684,top_model_weights_with_3d,bear,0.625
685,top_model_weights_with_3d,bear,0.625
686,top_model_weights_with_3d,bear,0.59
687,top_model_weights_with_3d,bear,0.63
688,top_model_weights_with_3d,bear,0.655
689,top_model_weights_with_3d,bear,0.635
690,top_model_weights_with_3d,bear,0.635
691,top_model_weights_with_3d,bear,0.655
692,top_model_weights_with_3d,bear,0.66
693,top_model_weights_with_3d,bear,0.7
694,top_model_weights_with_3d,bear,0.6
695,top_model_weights_with_3d,bear,0.66
696,top_model_weights_with_3d,bear,0.65
697,top_model_weights_with_3d,bear,0.68
698,top_model_weights_with_3d,bear,0.69
699,top_model_weights_with_3d,bear,0.65
700,top_model_weights_with_3d,bear,0.645
701,top_model_weights_with_3d,bear,0.615
702,top_model_weights_with_3d,bear,0.645
703,top_model_weights_with_3d,bear,0.655
704,top_model_weights_with_3d,bear,0.7
705,top_model_weights_with_3d,bear,0.635
706,top_model_weights_with_3d,bear,0.645
707,top_model_weights_with_3d,bear,0.675
708,top_model_weights_with_3d,bear,0.63
709,top_model_weights_with_3d,bear,0.65
710,top_model_weights_with_3d,bear,0.685
711,top_model_weights_with_3d,bear,0.7
712,top_model_weights_with_3d,bear,0.645
713,top_model_weights_with_3d,bear,0.685
714,top_model_weights_with_3d,bear,0.605
715,top_model_weights_with_3d,bear,0.65
716,top_model_weights_with_3d,bear,0.68
717,top_model_weights_with_3d,bear,0.635
718,top_model_weights_with_3d,bear,0.675
719,top_model_weights_with_3d,bear,0.61
720,top_model_weights_with_3d,bear,0.645
721,top_model_weights_with_3d,bear,0.705
722,top_model_weights_with_3d,bear,0.59
723,top_model_weights_with_3d,bear,0.675
724,top_model_weights_with_3d,bear,0.685
725,top_model_weights_with_3d,bear,0.705
726,top_model_weights_with_3d,bear,0.635
727,top_model_weights_with_3d,bear,0.59
728,top_model_weights_with_3d,bear,0.69
729,top_model_weights_with_3d,bear,0.62
730,top_model_weights_with_3d,bear,0.635
731,top_model_weights_with_3d,bear,0.645
732,top_model_weights_with_3d,bear,0.645
733,top_model_weights_with_3d,bear,0.615
734,top_model_weights_with_3d,bear,0.625
735,top_model_weights_with_3d,bear,0.665
736,top_model_weights_with_3d,bear,0.57
737,top_model_weights_with_3d,bear,0.68
738,top_model_weights_with_3d,bear,0.61
739,top_model_weights_with_3d,bear,0.605
740,top_model_weights_with_3d,bear,0.66
741,top_model_weights_with_3d,bear,0.66
742,top_model_weights_with_3d,bear,0.695
743,top_model_weights_with_3d,bear,0.66
744,top_model_weights_with_3d,bear,0.66
745,top_model_weights_with_3d,bear,0.725
746,top_model_weights_with_3d,bear,0.61
747,top_model_weights_with_3d,bear,0.595
748,top_model_weights_with_3d,bear,0.63
749,top_model_weights_with_3d,bear,0.61
750,top_model_weights_with_3d,bear,0.605
751,top_model_weights_with_3d,bear,0.635
752,top_model_weights_with_3d,bear,0.615
753,top_model_weights_with_3d,bear,0.625
754,top_model_weights_with_3d,bear,0.695
755,top_model_weights_with_3d,bear,0.595
756,top_model_weights_with_3d,bear,0.585
757,top_model_weights_with_3d,bear,0.615
758,top_model_weights_with_3d,bear,0.67
759,top_model_weights_with_3d,bear,0.605
760,top_model_weights_with_3d,bear,0.61
761,top_model_weights_with_3d,bear,0.645
762,top_model_weights_with_3d,bear,0.62
763,top_model_weights_with_3d,bear,0.655
764,top_model_weights_with_3d,bear,0.61
765,top_model_weights_with_3d,bear,0.7
766,top_model_weights_with_3d,bear,0.62
767,top_model_weights_with_3d,bear,0.665
768,top_model_weights_with_3d,bear,0.68
769,top_model_weights_with_3d,bear,0.63
770,top_model_weights_with_3d,bear,0.65
771,top_model_weights_with_3d,bear,0.69
772,top_model_weights_with_3d,bear,0.705
773,top_model_weights_with_3d,bear,0.68
774,top_model_weights_with_3d,bear,0.675
775,top_model_weights_with_3d,bear,0.65
776,top_model_weights_with_3d,bear,0.65
777,top_model_weights_with_3d,bear,0.66
778,top_model_weights_with_3d,bear,0.61
779,top_model_weights_with_3d,bear,0.685
780,top_model_weights_with_3d,bear,0.64
781,top_model_weights_with_3d,bear,0.605
782,top_model_weights_with_3d,bear,0.655
783,top_model_weights_with_3d,bear,0.685
784,top_model_weights_with_3d,bear,0.66
785,top_model_weights_with_3d,bear,0.65
786,top_model_weights_with_3d,bear,0.605
787,top_model_weights_with_3d,bear,0.625
788,top_model_weights_with_3d,bear,0.66
789,top_model_weights_with_3d,bear,0.655
790,top_model_weights_with_3d,bear,0.66
791,top_model_weights_with_3d,bear,0.665
792,top_model_weights_with_3d,bear,0.675
793,top_model_weights_with_3d,bear,0.67
794,top_model_weights_with_3d,bear,0.645
795,top_model_weights_with_3d,bear,0.6
796,top_model_weights_with_3d,bear,0.675
797,top_model_weights_with_3d,bear,0.59
798,top_model_weights_with_3d,bear,0.645
799,top_model_weights_with_3d,bear,0.62
800,top_model_weights_with_3d,bear,0.63
801,top_model_weights_with_3d,bear,0.665
802,top_model_weights_with_3d,bear,0.6
803,top_model_weights_with_3d,bear,0.64
804,top_model_weights_with_3d,bear,0.64
805,top_model_weights_with_3d,bear,0.595
806,top_model_weights_with_3d,bear,0.7
807,top_model_weights_with_3d,bear,0.685
808,top_model_weights_with_3d,bear,0.61
809,top_model_weights_with_3d,bear,0.655
810,top_model_weights_with_3d,bear,0.71
811,top_model_weights_with_3d,bear,0.64
812,top_model_weights_with_3d,bear,0.605
813,top_model_weights_with_3d,bear,0.665
814,top_model_weights_with_3d,bear,0.645
815,top_model_weights_with_3d,bear,0.715
816,top_model_weights_with_3d,bear,0.695
817,top_model_weights_with_3d,bear,0.685
818,top_model_weights_with_3d,bear,0.695
819,top_model_weights_with_3d,bear,0.615
820,top_model_weights_with_3d,bear,0.665
821,top_model_weights_with_3d,bear,0.62
822,top_model_weights_with_3d,bear,0.655
823,top_model_weights_with_3d,bear,0.67
824,top_model_weights_with_3d,bear,0.66
825,top_model_weights_with_3d,bear,0.665
826,top_model_weights_with_3d,bear,0.67
827,top_model_weights_with_3d,bear,0.66
828,top_model_weights_with_3d,bear,0.67
829,top_model_weights_with_3d,bear,0.59
830,top_model_weights_with_3d,bear,0.6
831,top_model_weights_with_3d,bear,0.655
832,top_model_weights_with_3d,bear,0.655
833,top_model_weights_with_3d,bear,0.665
834,top_model_weights_with_3d,bear,0.68
835,top_model_weights_with_3d,bear,0.625
836,top_model_weights_with_3d,bear,0.645
837,top_model_weights_with_3d,bear,0.65
838,top_model_weights_with_3d,bear,0.63
839,top_model_weights_with_3d,bear,0.595
840,top_model_weights_with_3d,bear,0.685
841,top_model_weights_with_3d,bear,0.57
842,top_model_weights_with_3d,bear,0.625
843,top_model_weights_with_3d,bear,0.64
844,top_model_weights_with_3d,bear,0.62
845,top_model_weights_with_3d,bear,0.655
846,top_model_weights_with_3d,bear,0.695
847,top_model_weights_with_3d,bear,0.645
848,top_model_weights_with_3d,bear,0.62
849,top_model_weights_with_3d,bear,0.65
850,top_model_weights_with_3d,bear,0.615
851,top_model_weights_with_3d,bear,0.61
852,top_model_weights_with_3d,bear,0.66
853,top_model_weights_with_3d,bear,0.615
854,top_model_weights_with_3d,bear,0.68
855,top_model_weights_with_3d,bear,0.66
856,top_model_weights_with_3d,bear,0.67
857,top_model_weights_with_3d,bear,0.67
858,top_model_weights_with_3d,bear,0.63
859,top_model_weights_with_3d,bear,0.635
860,top_model_weights_with_3d,bear,0.65
861,top_model_weights_with_3d,bear,0.67
862,top_model_weights_with_3d,bear,0.67
863,top_model_weights_with_3d,bear,0.59
864,top_model_weights_with_3d,bear,0.655
865,top_model_weights_with_3d,bear,0.68
866,top_model_weights_with_3d,bear,0.655
867,top_model_weights_with_3d,bear,0.61
868,top_model_weights_with_3d,bear,0.615
869,top_model_weights_with_3d,bear,0.68
870,top_model_weights_with_3d,bear,0.69
871,top_model_weights_with_3d,bear,0.68
872,top_model_weights_with_3d,bear,0.68
873,top_model_weights_with_3d,bear,0.68
874,top_model_weights_with_3d,bear,0.72
875,top_model_weights_with_3d,bear,0.645
876,top_model_weights_with_3d,bear,0.65
877,top_model_weights_with_3d,bear,0.655
878,top_model_weights_with_3d,bear,0.67
879,top_model_weights_with_3d,bear,0.635
880,top_model_weights_with_3d,bear,0.65
881,top_model_weights_with_3d,bear,0.625
882,top_model_weights_with_3d,bear,0.67
883,top_model_weights_with_3d,bear,0.68
884,top_model_weights_with_3d,bear,0.675
885,top_model_weights_with_3d,bear,0.66
886,top_model_weights_with_3d,bear,0.675
887,top_model_weights_with_3d,bear,0.66
888,top_model_weights_with_3d,bear,0.635
889,top_model_weights_with_3d,bear,0.685
890,top_model_weights_with_3d,bear,0.63
891,top_model_weights_with_3d,bear,0.615
892,top_model_weights_with_3d,bear,0.675
893,top_model_weights_with_3d,bear,0.66
894,top_model_weights_with_3d,bear,0.625
895,top_model_weights_with_3d,bear,0.735
896,top_model_weights_with_3d,bear,0.655
897,top_model_weights_with_3d,bear,0.665
898,top_model_weights_with_3d,bear,0.605
899,top_model_weights_with_3d,bear,0.71
900,top_model_weights_with_3d,bear,0.685
901,top_model_weights_with_3d,bear,0.565
902,top_model_weights_with_3d,bear,0.57
903,top_model_weights_with_3d,bear,0.655
904,top_model_weights_with_3d,bear,0.635
905,top_model_weights_with_3d,bear,0.69
906,top_model_weights_with_3d,bear,0.62
907,top_model_weights_with_3d,bear,0.65
908,top_model_weights_with_3d,bear,0.69
909,top_model_weights_with_3d,bear,0.625
910,top_model_weights_with_3d,bear,0.69
911,top_model_weights_with_3d,bear,0.695
912,top_model_weights_with_3d,bear,0.655
913,top_model_weights_with_3d,bear,0.635
914,top_model_weights_with_3d,bear,0.705
915,top_model_weights_with_3d,bear,0.695
916,top_model_weights_with_3d,bear,0.66
917,top_model_weights_with_3d,bear,0.64
918,top_model_weights_with_3d,bear,0.6
919,top_model_weights_with_3d,bear,0.605
920,top_model_weights_with_3d,bear,0.69
921,top_model_weights_with_3d,bear,0.65
922,top_model_weights_with_3d,bear,0.64
923,top_model_weights_with_3d,bear,0.625
924,top_model_weights_with_3d,bear,0.675
925,top_model_weights_with_3d,bear,0.685
926,top_model_weights_with_3d,bear,0.675
927,top_model_weights_with_3d,bear,0.565
928,top_model_weights_with_3d,bear,0.66
929,top_model_weights_with_3d,bear,0.71
930,top_model_weights_with_3d,bear,0.63
931,top_model_weights_with_3d,bear,0.625
932,top_model_weights_with_3d,bear,0.62
933,top_model_weights_with_3d,bear,0.675
934,top_model_weights_with_3d,bear,0.61
935,top_model_weights_with_3d,bear,0.62
936,top_model_weights_with_3d,bear,0.64
937,top_model_weights_with_3d,bear,0.64
938,top_model_weights_with_3d,bear,0.65
939,top_model_weights_with_3d,bear,0.595
940,top_model_weights_with_3d,bear,0.685
941,top_model_weights_with_3d,bear,0.65
942,top_model_weights_with_3d,bear,0.59
943,top_model_weights_with_3d,bear,0.68
944,top_model_weights_with_3d,bear,0.665
945,top_model_weights_with_3d,bear,0.635
946,top_model_weights_with_3d,bear,0.62
947,top_model_weights_with_3d,bear,0.64
948,top_model_weights_with_3d,bear,0.66
949,top_model_weights_with_3d,bear,0.625
950,top_model_weights_with_3d,bear,0.575
951,top_model_weights_with_3d,bear,0.64
952,top_model_weights_with_3d,bear,0.645
953,top_model_weights_with_3d,bear,0.64
954,top_model_weights_with_3d,bear,0.615
955,top_model_weights_with_3d,bear,0.655
956,top_model_weights_with_3d,bear,0.655
957,top_model_weights_with_3d,bear,0.67
958,top_model_weights_with_3d,bear,0.61
959,top_model_weights_with_3d,bear,0.715
960,top_model_weights_with_3d,bear,0.65
961,top_model_weights_with_3d,bear,0.625
962,top_model_weights_with_3d,bear,0.61
963,top_model_weights_with_3d,bear,0.64
964,top_model_weights_with_3d,bear,0.665
965,top_model_weights_with_3d,bear,0.675
966,top_model_weights_with_3d,bear,0.675
967,top_model_weights_with_3d,bear,0.685
968,top_model_weights_with_3d,bear,0.61
969,top_model_weights_with_3d,bear,0.605
970,top_model_weights_with_3d,bear,0.64
971,top_model_weights_with_3d,bear,0.605
972,top_model_weights_with_3d,bear,0.655
973,top_model_weights_with_3d,bear,0.6
974,top_model_weights_with_3d,bear,0.62
975,top_model_weights_with_3d,bear,0.61
976,top_model_weights_with_3d,bear,0.635
977,top_model_weights_with_3d,bear,0.68
978,top_model_weights_with_3d,bear,0.625
979,top_model_weights_with_3d,bear,0.68
980,top_model_weights_with_3d,bear,0.605
981,top_model_weights_with_3d,bear,0.62
982,top_model_weights_with_3d,bear,0.63
983,top_model_weights_with_3d,bear,0.595
984,top_model_weights_with_3d,bear,0.675
985,top_model_weights_with_3d,bear,0.635
986,top_model_weights_with_3d,bear,0.56
987,top_model_weights_with_3d,bear,0.705
988,top_model_weights_with_3d,bear,0.745
989,top_model_weights_with_3d,bear,0.645
990,top_model_weights_with_3d,bear,0.66
991,top_model_weights_with_3d,bear,0.605
992,top_model_weights_with_3d,bear,0.665
993,top_model_weights_with_3d,bear,0.7
994,top_model_weights_with_3d,bear,0.695
995,top_model_weights_with_3d,bear,0.67
996,top_model_weights_with_3d,bear,0.655
997,top_model_weights_with_3d,bear,0.66
998,top_model_weights_with_3d,bear,0.665
999,top_model_weights_with_3d,bear,0.595
1000,top_model_weights_with_3d_2,bear,0.625
1001,top_model_weights_with_3d_2,bear,0.655
1002,top_model_weights_with_3d_2,bear,0.63
1003,top_model_weights_with_3d_2,bear,0.695
1004,top_model_weights_with_3d_2,bear,0.65
1005,top_model_weights_with_3d_2,bear,0.64
1006,top_model_weights_with_3d_2,bear,0.655
1007,top_model_weights_with_3d_2,bear,0.62
1008,top_model_weights_with_3d_2,bear,0.575
1009,top_model_weights_with_3d_2,bear,0.655
1010,top_model_weights_with_3d_2,bear,0.655
1011,top_model_weights_with_3d_2,bear,0.655
1012,top_model_weights_with_3d_2,bear,0.715
1013,top_model_weights_with_3d_2,bear,0.605
1014,top_model_weights_with_3d_2,bear,0.66
1015,top_model_weights_with_3d_2,bear,0.65
1016,top_model_weights_with_3d_2,bear,0.65
1017,top_model_weights_with_3d_2,bear,0.605
1018,top_model_weights_with_3d_2,bear,0.665
1019,top_model_weights_with_3d_2,bear,0.62
1020,top_model_weights_with_3d_2,bear,0.685
1021,top_model_weights_with_3d_2,bear,0.655
1022,top_model_weights_with_3d_2,bear,0.7
1023,top_model_weights_with_3d_2,bear,0.7
1024,top_model_weights_with_3d_2,bear,0.675
1025,top_model_weights_with_3d_2,bear,0.68
1026,top_model_weights_with_3d_2,bear,0.61
1027,top_model_weights_with_3d_2,bear,0.64
1028,top_model_weights_with_3d_2,bear,0.66
1029,top_model_weights_with_3d_2,bear,0.67
1030,top_model_weights_with_3d_2,bear,0.67
1031,top_model_weights_with_3d_2,bear,0.655
1032,top_model_weights_with_3d_2,bear,0.605
1033,top_model_weights_with_3d_2,bear,0.69
1034,top_model_weights_with_3d_2,bear,0.64
1035,top_model_weights_with_3d_2,bear,0.625
1036,top_model_weights_with_3d_2,bear,0.61
1037,top_model_weights_with_3d_2,bear,0.65
1038,top_model_weights_with_3d_2,bear,0.655
1039,top_model_weights_with_3d_2,bear,0.655
1040,top_model_weights_with_3d_2,bear,0.62
1041,top_model_weights_with_3d_2,bear,0.705
1042,top_model_weights_with_3d_2,bear,0.635
1043,top_model_weights_with_3d_2,bear,0.615
1044,top_model_weights_with_3d_2,bear,0.62
1045,top_model_weights_with_3d_2,bear,0.665
1046,top_model_weights_with_3d_2,bear,0.655
1047,top_model_weights_with_3d_2,bear,0.68
1048,top_model_weights_with_3d_2,bear,0.635
1049,top_model_weights_with_3d_2,bear,0.675
1050,top_model_weights_with_3d_2,bear,0.655
1051,top_model_weights_with_3d_2,bear,0.665
1052,top_model_weights_with_3d_2,bear,0.66
1053,top_model_weights_with_3d_2,bear,0.62
1054,top_model_weights_with_3d_2,bear,0.695
1055,top_model_weights_with_3d_2,bear,0.695
1056,top_model_weights_with_3d_2,bear,0.685
1057,top_model_weights_with_3d_2,bear,0.635
1058,top_model_weights_with_3d_2,bear,0.72
1059,top_model_weights_with_3d_2,bear,0.635
1060,top_model_weights_with_3d_2,bear,0.61
1061,top_model_weights_with_3d_2,bear,0.65
1062,top_model_weights_with_3d_2,bear,0.605
1063,top_model_weights_with_3d_2,bear,0.63
1064,top_model_weights_with_3d_2,bear,0.66
1065,top_model_weights_with_3d_2,bear,0.65
1066,top_model_weights_with_3d_2,bear,0.685
1067,top_model_weights_with_3d_2,bear,0.64
1068,top_model_weights_with_3d_2,bear,0.64
1069,top_model_weights_with_3d_2,bear,0.685
1070,top_model_weights_with_3d_2,bear,0.665
1071,top_model_weights_with_3d_2,bear,0.655
1072,top_model_weights_with_3d_2,bear,0.68
1073,top_model_weights_with_3d_2,bear,0.615
1074,top_model_weights_with_3d_2,bear,0.655
1075,top_model_weights_with_3d_2,bear,0.64
1076,top_model_weights_with_3d_2,bear,0.65
1077,top_model_weights_with_3d_2,bear,0.63
1078,top_model_weights_with_3d_2,bear,0.695
1079,top_model_weights_with_3d_2,bear,0.625
1080,top_model_weights_with_3d_2,bear,0.655
1081,top_model_weights_with_3d_2,bear,0.71
1082,top_model_weights_with_3d_2,bear,0.635
1083,top_model_weights_with_3d_2,bear,0.625
1084,top_model_weights_with_3d_2,bear,0.675
1085,top_model_weights_with_3d_2,bear,0.665
1086,top_model_weights_with_3d_2,bear,0.71
1087,top_model_weights_with_3d_2,bear,0.63
1088,top_model_weights_with_3d_2,bear,0.615
1089,top_model_weights_with_3d_2,bear,0.62
1090,top_model_weights_with_3d_2,bear,0.68
1091,top_model_weights_with_3d_2,bear,0.67
1092,top_model_weights_with_3d_2,bear,0.645
1093,top_model_weights_with_3d_2,bear,0.66
1094,top_model_weights_with_3d_2,bear,0.665
1095,top_model_weights_with_3d_2,bear,0.635
1096,top_model_weights_with_3d_2,bear,0.66
1097,top_model_weights_with_3d_2,bear,0.625
1098,top_model_weights_with_3d_2,bear,0.615
1099,top_model_weights_with_3d_2,bear,0.615
1100,top_model_weights_with_3d_2,bear,0.64
1101,top_model_weights_with_3d_2,bear,0.61
1102,top_model_weights_with_3d_2,bear,0.7
1103,top_model_weights_with_3d_2,bear,0.625
